,Movie Title,Director,Actor 1,Actor 2,Actor 3,Budget,Profit / Loss,IMDB Rating,Profitable
216,Jason Bourne ,Paul Greengrass,Matt Damon,Riz Ahmed,Ato Essandoh,120000000.0,-11478165,7.1,0
217,Charlie's Angels: Full Throttle ,McG,Demi Moore,Bernie Mac,Justin Theroux,120000000.0,-19314120,4.8,0
218,Prometheus ,Ridley Scott,Michael Fassbender,Charlize Theron,Sean Harris,130000000.0,-3535096,7.0,0
219,Stuart Little 2 ,Rob Minkoff,Nathan Lane,Brad Garrett,Melanie Griffith,120000000.0,-55263886,5.4,0
220,Elysium ,Neill Blomkamp,Matt Damon,Sharlto Copley,Alice Braga,115000000.0,-21949883,6.6,0
221,The Chronicles of Riddick ,David Twohy,Vin Diesel,Alexa Davalos,Christina Cox,105000000.0,-47362515,6.7,0
222,RoboCop ,José Padilha,Gary Oldman,Abbie Cornish,Jennifer Ehle,100000000.0,-41392993,6.2,0
223,Speed Racer ,Lana Wachowski,Scott Porter,Kick Gurry,Nicholas Elia,120000000.0,-76070659,6.1,0
224,How Do You Know ,James L. Brooks,Shelley Conn,Domenick Lombardozzi,Teyonah Parris,120000000.0,-89787380,5.3,0
225,Knight and Day ,James Mangold,Tom Cruise,Marc Blucas,Jordi Mollà,117000000.0,-40581346,6.3,0
226,Oblivion ,Joseph Kosinski,Morgan Freeman,Tom Cruise,Zoë Bell,120000000.0,-30978265,7.0,0
227,Star Wars: Episode III - Revenge of the Sith ,George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen,113000000.0,267262555,7.6,1
228,Star Wars: Episode II - Attack of the Clones ,George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen,115000000.0,195675583,6.7,1
229,"Monsters, Inc. ",Pete Docter,Steve Buscemi,John Ratzenberger,James Coburn,115000000.0,174907418,8.1,1
230,The Wolverine ,James Mangold,Hugh Jackman,Tao Okamoto,Rila Fukushima,120000000.0,12550960,6.7,1
231,Star Wars: Episode I - The Phantom Menace ,George Lucas,Natalie Portman,Liam Neeson,Ian McDiarmid,115000000.0,359544677,6.5,1
232,The Croods ,Kirk De Micco,Ryan Reynolds,Emma Stone,Nicolas Cage,135000000.0,52165546,7.3,1
233,Windtalkers ,John Woo,Nicolas Cage,Roger Willie,Noah Emmerich,115000000.0,-74088170,6.0,0
234,The Huntsman: Winter's War ,Cedric Nicolas-Troyan,Chris Hemsworth,Sam Claflin,Charlize Theron,115000000.0,-67047980,6.1,0
235,Teenage Mutant Ninja Turtles ,Jonathan Liebesman,Noel Fisher,Danny Woodburn,Jeremy Howard,125000000.0,65871240,5.9,1
236,Gravity ,Alfonso Cuarón,Phaldut Sharma,Basher Savage,Amy Warren,100000000.0,174084951,7.8,1
237,Dante's Peak ,Roger Donaldson,Jamie Renée Smith,Grant Heslov,Tzi Ma,116000000.0,-48844258,5.8,0
238,Fantastic Four ,Josh Trank,Tim Blake Nelson,Reg E. Cathey,Tim Heidecker,120000000.0,-63885779,4.3,0
239,Night at the Museum ,Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,110000000.0,140863268,6.4,1
240,San Andreas ,Brad Peyton,Dwayne Johnson,Ioan Gruffudd,Archie Panjabi,110000000.0,45181732,6.1,1
241,Tomorrow Never Dies ,Roger Spottiswoode,Vincent Schiavelli,Colin Salmon,Joe Don Baker,110000000.0,15332007,6.5,1
242,The Patriot ,Roland Emmerich,Heath Ledger,Adam Baldwin,Tom Wilkinson,110000000.0,3330342,7.1,1
243,Ocean's Twelve ,Steven Soderbergh,Brad Pitt,Julia Roberts,Mini Anden,110000000.0,15531634,6.4,1
244,Mr. & Mrs. Smith ,Doug Liman,Brad Pitt,Angelina Jolie Pitt,Stephanie March,120000000.0,66336103,6.5,1
245,Insurgent ,Robert Schwentke,Kate Winslet,Theo James,Mekhi Phifer,110000000.0,19995817,6.3,1
246,The Aviator ,Martin Scorsese,Leonardo DiCaprio,Adam Scott,Frances Conroy,110000000.0,-7391173,7.5,0
247,Gulliver's Travels ,Rob Letterman,James Corden,Catherine Tate,Olly Alexander,112000000.0,-69223741,4.9,0
248,The Green Hornet ,Michel Gondry,Christoph Waltz,Tom Wilkinson,Chad L. Coleman,120000000.0,-21219958,5.8,0
249,300: Rise of an Empire ,Noam Murro,Eva Green,Sullivan Stapleton,Peter Mensah,110000000.0,-3630883,6.2,0
250,The Smurfs ,Raja Gosnell,Mahadeo Shivraj,Tim Gunn,Madison McKinley,110000000.0,32614158,5.5,1
251,Home on the Range ,Will Finn,Steve Buscemi,Roseanne Barr,G.W. Bailey,110000000.0,-59973647,5.4,0
252,Allegiant ,Robert Schwentke,Naomi Watts,Theo James,Zoë Kravitz,110000000.0,-43997807,5.8,0
253,Real Steel ,Shawn Levy,Hugh Jackman,Torey Michael Adkins,Olga Fonda,110000000.0,-24536691,7.1,0
254,The Smurfs 2 ,Raja Gosnell,Jacob Tremblay,Nancy O'Dell,Vanessa Matsui,105000000.0,-33982216,5.4,0
255,Speed 2: Cruise Control ,Jan de Bont,Jason Patric,Temuera Morrison,Lois Chiles,160000000.0,-111931604,3.7,0
256,Ender's Game ,Gavin Hood,Harrison Ford,Moises Arias,Aramis Knight,110000000.0,-48343151,6.7,0
257,Live Free or Die Hard ,Len Wiseman,Bruce Willis,Jonathan Sadowski,Cyril Raffaelli,110000000.0,24520804,7.2,1
258,The Lord of the Rings: The Fellowship of the Ring ,Peter Jackson,Christopher Lee,Orlando Bloom,Billy Boyd,93000000.0,220837577,8.8,1
259,Around the World in 80 Days ,Frank Coraci,Jim Broadbent,Steve Coogan,Cécile De France,110000000.0,-85995841,5.8,0
260,Ali ,Michael Mann,Will Smith,Jada Pinkett Smith,Joe Morton,107000000.0,-48816034,6.8,0
261,The Cat in the Hat ,Bo Welch,Sean Hayes,Kelly Preston,Spencer Breslin,109000000.0,-8553105,3.8,0
262,"I, Robot ",Alex Proyas,Will Smith,Bruce Greenwood,Chi McBride,120000000.0,24795350,7.1,1
263,Kingdom of Heaven ,Ridley Scott,Liam Neeson,Orlando Bloom,Philip Glenister,130000000.0,-82603302,7.2,0
264,Stuart Little ,Rob Minkoff,Chazz Palminteri,Nathan Lane,Jeffrey Jones,133000000.0,7015224,5.9,1
265,The Princess and the Frog ,Ron Clements,Oprah Winfrey,Jenifer Lewis,Anika Noni Rose,105000000.0,-625893,7.1,0
266,The Martian ,Ridley Scott,Matt Damon,Donald Glover,Benedict Wong,108000000.0,120430993,8.1,1
267,The Island ,Michael Bay,Scarlett Johansson,Steve Buscemi,Djimon Hounsou,126000000.0,-90200974,6.9,0
268,Town & Country ,Peter Chelsom,Del Zamora,Warren Beatty,Garry Shandling,90000000.0,-83287549,4.4,0
269,Gone in Sixty Seconds ,Dominic Sena,Nicolas Cage,Angelina Jolie Pitt,Robert Duvall,90000000.0,11643008,6.5,1
270,Gladiator ,Ridley Scott,Djimon Hounsou,Connie Nielsen,Oliver Reed,103000000.0,84670866,8.5,1
271,Minority Report ,Steven Spielberg,Tom Cruise,Frank Grillo,Jessica Capshaw,102000000.0,30014112,7.7,1
272,Harry Potter and the Chamber of Secrets ,Chris Columbus,Daniel Radcliffe,Rupert Grint,Emma Watson,100000000.0,161970615,7.4,1
273,Casino Royale ,Martin Campbell,Eva Green,Tobias Menzies,Ivana Milicevic,150000000.0,17007184,8.0,1
274,Planet of the Apes ,Tim Burton,Cary-Hiroyuki Tagawa,Estella Warren,Erick Avari,100000000.0,80011740,5.7,1
275,Terminator 2: Judgment Day ,James Cameron,Joe Morton,Jenette Goldstein,S. Epatha Merkerson,102000000.0,102843350,8.5,1
276,Public Enemies ,Michael Mann,Johnny Depp,Christian Bale,Stephen Graham,100000000.0,-2969275,7.0,0
277,American Gangster ,Ridley Scott,Denzel Washington,Ruby Dee,RZA,100000000.0,30127620,7.8,1
278,True Lies ,James Cameron,Jamie Lee Curtis,Tia Carrere,Tom Arnold,115000000.0,31282411,7.2,1
279,The Taking of Pelham 1 2 3 ,Tony Scott,Denzel Washington,Ramon Rodriguez,Michael Rispoli,100000000.0,-34547688,6.4,0
280,Little Fockers ,Paul Weitz,Robert De Niro,Blythe Danner,Teri Polo,100000000.0,48383780,5.5,1
281,The Other Guys ,Adam McKay,Dwayne Johnson,Will Ferrell,Derek Jeter,100000000.0,19219978,6.7,1
282,Eraser ,Chuck Russell,Vanessa Williams,James Coburn,Roma Maffia,100000000.0,1228120,6.1,1
283,Django Unchained ,Quentin Tarantino,Leonardo DiCaprio,Christoph Waltz,Ato Essandoh,100000000.0,62804648,8.5,1
284,The Hunchback of Notre Dame ,Gary Trousdale,Demi Moore,Jason Alexander,Bill Fagerbakke,100000000.0,117603,6.9,1
285,The Emperor's New Groove ,Mark Dindal,Eartha Kitt,Wendie Malick,John Fiedler,100000000.0,-10703427,7.3,0
286,The Expendables 2 ,Simon West,Jason Statham,Sylvester Stallone,Bruce Willis,92000000.0,-6982599,6.7,0
287,National Treasure ,Jon Turteltaub,Nicolas Cage,Armando Riesco,Annie Parisse,100000000.0,73005002,6.9,1
288,Eragon ,Stefen Fangmeier,Djimon Hounsou,Ed Speleers,Gary Lewis,100000000.0,-24969837,5.1,0
289,Where the Wild Things Are ,Spike Jonze,Catherine O'Hara,Ryan Corr,Max Records,100000000.0,-22777816,6.8,0
290,Pan ,Joe Wright,Hugh Jackman,Cara Delevingne,Nonso Anozie,150000000.0,-115035182,5.8,0
291,Epic ,Chris Wedge,Josh Hutcherson,Emma Kenney,Troy Evans,100000000.0,7515297,6.7,1
292,The Tourist ,Florian Henckel von Donnersmarck,Johnny Depp,Angelina Jolie Pitt,Rufus Sewell,100000000.0,-32368843,6.0,0
293,End of Days ,Peter Hyams,CCH Pounder,Mark Margolis,Udo Kier,83000000.0,-16137932,5.7,0
294,Blood Diamond ,Edward Zwick,Leonardo DiCaprio,Djimon Hounsou,Stephen Collins,100000000.0,-42633738,8.0,0
295,The Wolf of Wall Street ,Martin Scorsese,Leonardo DiCaprio,Matthew McConaughey,Jon Favreau,100000000.0,16866727,8.2,1
296,Batman Forever ,Joel Schumacher,Michael Gough,Rene Auberjonois,Debi Mazar,100000000.0,84031112,5.4,1
297,Starship Troopers ,Paul Verhoeven,Jake Busey,Patrick Muldoon,Seth Gilliam,105000000.0,-50299935,7.2,0
298,Cloud Atlas ,Tom Tykwer,Tom Hanks,Jim Sturgess,Jim Broadbent,102000000.0,-74901420,7.5,0
299,Legend of the Guardians: The Owls of Ga'Hoole ,Zack Snyder,Abbie Cornish,Richard Roxburgh,Anthony LaPaglia,80000000.0,-24326667,7.0,0
300,Catwoman ,Pitof,Frances Conroy,Christopher Heyerdahl,Alex Borstein,100000000.0,-59801290,3.3,0
301,Hercules ,Brett Ratner,Dwayne Johnson,Rufus Sewell,Ingrid Bolsø Berdal,100000000.0,-27339971,6.0,0
302,Treasure Planet ,Ron Clements,Joseph Gordon-Levitt,Martin Short,Michael Wincott,140000000.0,-101879446,7.1,0
303,Land of the Lost ,Brad Silberling,Will Ferrell,Anna Friel,Bobb'e J. Thompson,100000000.0,-50607905,5.4,0
304,The Expendables 3 ,Patrick Hughes,Jason Statham,Sylvester Stallone,Harrison Ford,90000000.0,-50707978,6.1,0
305,Point Break ,Ericson Core,Ray Winstone,Edgar Ramírez,Delroy Lindo,105000000.0,-76227778,5.3,0
306,Son of the Mask ,Lawrence Guterman,Jamie Kennedy,Traylor Howard,Ben Stein,84000000.0,-66989354,2.2,0
307,In the Heart of the Sea ,Ron Howard,Chris Hemsworth,Benjamin Walker,Frank Dillane,100000000.0,-75014388,7.0,0
308,The Adventures of Pluto Nash ,Ron Underwood,Rosario Dawson,Randy Quaid,Burt Young,100000000.0,-95588898,3.8,0
309,Green Zone ,Paul Greengrass,Matt Damon,Sean Huze,Igal Naor,100000000.0,-64975525,6.9,0
310,The Peanuts Movie ,Steve Martino,Francesca Capaldi,Venus Schultheis,Bill Melendez,99000000.0,31174897,7.2,1
311,The Spanish Prisoner ,David Mamet,Ben Gazzara,Felicity Huffman,Campbell Scott,10000000.0,200000,7.3,1
312,The Mummy Returns ,Stephen Sommers,Dwayne Johnson,Brendan Fraser,Patricia Velasquez,98000000.0,104007640,6.3,1
313,Gangs of New York ,Martin Scorsese,Leonardo DiCaprio,Liam Neeson,Jim Broadbent,100000000.0,-22320362,7.5,0
314,The Flowers of War ,Yimou Zhang,Christian Bale,Ni Ni,Shigeo Kobayashi,94000000.0,-93990787,7.6,0
315,Surf's Up ,Ash Brannon,Jeff Bridges,Zooey Deschanel,Jon Heder,100000000.0,-41132306,6.8,0
316,The Stepford Wives ,Frank Oz,Jon Lovitz,Matthew Broderick,Roger Bart,90000000.0,-30524377,5.2,0
317,Black Hawk Down ,Ridley Scott,Ioan Gruffudd,Sam Shepard,Ewen Bremner,92000000.0,16638745,7.7,1
318,The Campaign ,Jay Roach,Will Ferrell,Thomas Middleditch,Katherine LaNasa,95000000.0,-8102818,6.2,0
319,The Fifth Element ,Luc Besson,Milla Jovovich,Bruce Willis,Gary Oldman,93000000.0,-29459980,7.7,0
320,Sex and the City 2 ,Michael Patrick King,Chris Noth,Liza Minnelli,Kristin Davis,100000000.0,-4671063,4.3,0
321,The Road to El Dorado ,Bibo Bergeron,Frank Welker,Rosie Perez,Elton John,95000000.0,-44197339,6.9,0
322,Ice Age: Continental Drift ,Steve Martino,Peter Dinklage,Josh Gad,Drake,95000000.0,66317423,6.6,1
323,Cinderella ,Kenneth Branagh,Hayley Atwell,Derek Jacobi,Lily James,95000000.0,106148159,7.0,1
324,The Lovely Bones ,Peter Jackson,Michael Imperioli,AJ Michalka,Tom McCarthy,65000000.0,-21017158,6.7,0
325,Finding Nemo ,Andrew Stanton,Alexander Gould,Stephen Root,Brad Garrett,94000000.0,286838870,8.2,1
326,The Lord of the Rings: The Return of the King ,Peter Jackson,Orlando Bloom,Billy Boyd,Bernard Hill,94000000.0,283019252,8.9,1
327,The Lord of the Rings: The Two Towers ,Peter Jackson,Christopher Lee,Orlando Bloom,Billy Boyd,94000000.0,246478898,8.7,1
328,Seventh Son ,Sergey Bodrov,Jeff Bridges,Djimon Hounsou,Olivia Williams,95000000.0,-77823100,5.5,0
329,Lara Croft: Tomb Raider ,Simon West,Angelina Jolie Pitt,Noah Taylor,Chris Barrie,115000000.0,16144183,5.7,1
330,Transcendence ,Wally Pfister,Johnny Depp,Morgan Freeman,Clifton Collins Jr.,100000000.0,-76985496,6.3,0
331,Jurassic Park III ,Joe Johnston,Michael Jeter,Trevor Morgan,Alessandro Nivola,93000000.0,88166115,5.9,1
332,Rise of the Planet of the Apes ,Rupert Wyatt,James Franco,David Oyelowo,Tyler Labine,93000000.0,83740650,7.6,1
333,The Spiderwick Chronicles ,Mark Waters,Martin Short,Tod Fennell,Joan Plowright,90000000.0,-18851301,6.6,0
334,A Good Day to Die Hard ,John Moore,Bruce Willis,Cole Hauser,Megalyn Echikunwoke,92000000.0,-24655608,5.3,0
335,The Alamo ,John Lee Hancock,Dennis Quaid,Marc Blucas,Jordi Mollà,107000000.0,-84593638,6.0,0
336,The Incredibles ,Brad Bird,Holly Hunter,Craig T. Nelson,Lou Romano,92000000.0,169437578,8.0,1
337,Cutthroat Island ,Renny Harlin,Christopher Masterson,Frank Langella,Matthew Modine,98000000.0,-87000000,5.6,0
338,Percy Jackson & the Olympians: The Lightning Thief ,Chris Columbus,Logan Lerman,Rosario Dawson,Steve Coogan,95000000.0,-6238280,5.9,0
339,Men in Black ,Barry Sonnenfeld,Will Smith,Rip Torn,Linda Fiorentino,90000000.0,160147615,7.3,1
340,Toy Story 2 ,John Lasseter,Tom Hanks,John Ratzenberger,Wayne Knight,90000000.0,155823397,7.9,1
341,Unstoppable ,Tony Scott,Denzel Washington,Rosario Dawson,Ethan Suplee,100000000.0,-18442521,6.8,0
342,Rush Hour 2 ,Brett Ratner,Mei Melançon,John Lone,Harris Yulin,90000000.0,136138454,6.6,1
343,What Lies Beneath ,Robert Zemeckis,Harrison Ford,Amber Valletta,Miranda Otto,100000000.0,55370362,6.6,1
344,Cloudy with a Chance of Meatballs ,Phil Lord,Will Forte,Bobb'e J. Thompson,Al Roker,100000000.0,24870275,7.0,1
345,Ice Age: Dawn of the Dinosaurs ,Carlos Saldanha,Denis Leary,Maile Flanagan,Kelly Keaton,90000000.0,106573705,7.0,1
346,The Secret Life of Walter Mitty ,Ben Stiller,Adam Scott,Adrian Martinez,Joey Slotnick,90000000.0,-31770880,7.3,0
347,Charlie's Angels ,McG,Bill Murray,LL Cool J,Kelly Lynch,92000000.0,33305545,5.5,1
348,The Departed ,Martin Scorsese,Leonardo DiCaprio,Matt Damon,Ray Winstone,90000000.0,42373442,8.5,1
349,Mulan ,Tony Bancroft,Ming-Na Wen,Harvey Fierstein,June Foray,90000000.0,30618403,7.5,1
350,Tropic Thunder ,Ben Stiller,Robert Downey Jr.,Steve Coogan,Brandon T. Jackson,92000000.0,18416702,7.0,1
351,The Girl with the Dragon Tattoo ,David Fincher,Robin Wright,Goran Visnjic,Joely Richardson,90000000.0,12515793,7.8,1
352,Die Hard with a Vengeance ,John McTiernan,Bruce Willis,Aldis Hodge,Kevin Chamberlin,90000000.0,10012500,7.6,1
353,Sherlock Holmes ,Guy Ritchie,Robert Downey Jr.,Eddie Marsan,Robert Maillet,90000000.0,119019489,7.6,1
354,Atlantis: The Lost Empire ,Gary Trousdale,Leonard Nimoy,Jim Varney,Cree Summer,120000000.0,-35962961,6.8,0
355,Alvin and the Chipmunks: The Road Chip ,Walt Becker,Bella Thorne,Joshua Mikel,Jesse McCartney,90000000.0,-4115185,5.0,0
356,Valkyrie ,Bryan Singer,Tom Cruise,Tom Wilkinson,Thomas Kretschmann,75000000.0,8077470,7.1,1
357,You Don't Mess with the Zohan ,Dennis Dugan,Adam Sandler,Sayed Badreya,Kevin Nealon,90000000.0,10018837,5.5,1
358,Pixels ,Chris Columbus,Peter Dinklage,Adam Sandler,Josh Gad,88000000.0,-9252415,5.6,0
359,A.I. Artificial Intelligence ,Steven Spielberg,Haley Joel Osment,William Hurt,Kevin Sussman,100000000.0,-21383311,7.1,0
360,The Haunted Mansion ,Rob Minkoff,Marsha Thomason,Rachael Harris,Marc John Jefferies,90000000.0,-14182006,4.9,0
361,Contact ,Robert Zemeckis,Matthew McConaughey,Tom Skerritt,Larry King,90000000.0,10853835,7.4,1
362,Hollow Man ,Paul Verhoeven,Greg Grunberg,Kim Dickens,Joey Slotnick,95000000.0,-21790660,5.7,0
363,The Interpreter ,Sydney Pollack,Curtiss Cook,George Harris,Michael Wright,80000000.0,-7484640,6.4,0
364,Percy Jackson: Sea of Monsters ,Thor Freudenthal,Logan Lerman,Leven Rambin,Brandon T. Jackson,90000000.0,-21441338,5.9,0
365,Lara Croft Tomb Raider: The Cradle of Life ,Jan de Bont,Gerard Butler,Angelina Jolie Pitt,Djimon Hounsou,95000000.0,-29346242,5.5,0
366,Now You See Me 2 ,Jon M. Chu,Daniel Radcliffe,Morgan Freeman,Sanaa Lathan,90000000.0,-25314641,6.9,0
367,The Saint ,Phillip Noyce,Alun Armstrong,Michael Byrne,Velibor Topic,68000000.0,-6644564,6.2,0
368,Spy Game ,Tony Scott,Brad Pitt,Stephen Dillane,Catherine McCormack,92000000.0,-91973129,7.0,0
369,Mission to Mars ,Brian De Palma,Don Cheadle,Connie Nielsen,Kim Delaney,90000000.0,-29125385,5.6,0
370,Rio ,Carlos Saldanha,Anne Hathaway,Wanda Sykes,Will.i.am,90000000.0,53618384,7.0,1
371,Bicentennial Man ,Chris Columbus,Robin Williams,Oliver Platt,John Michael Higgins,100000000.0,-41779224,6.8,0
372,Volcano ,Mick Jackson,Don Cheadle,Anne Heche,Gaby Hoffmann,90000000.0,-42525888,5.4,0
373,The Devil's Own ,Alan J. Pakula,Harrison Ford,Brad Pitt,Natascha McElhone,86000000.0,-43122835,6.1,0
374,K-19: The Widowmaker ,Kathryn Bigelow,Liam Neeson,Christian Camargo,Lex Shrapnel,100000000.0,-64831323,6.7,0
375,Fantastic Four ,Josh Trank,Tim Blake Nelson,Reg E. Cathey,Tim Heidecker,120000000.0,-63885779,4.3,0
376,Conan the Barbarian ,John Milius,William Smith,Mako,Sandahl Bergman,20000000.0,17567440,6.9,1
377,Cinderella Man ,Ron Howard,Paddy Considine,Bruce McGill,Rosemarie DeWitt,88000000.0,-26355679,8.0,0
378,The Nutcracker in 3D ,Andrey Konchalovskiy,Shirley Henderson,Nathan Lane,Richard E. Grant,90000000.0,-89809438,4.4,0
379,Seabiscuit ,Gary Ross,Jeff Bridges,Michael Angarano,Michael O'Neill,87000000.0,33147445,7.3,1
380,Twister ,Jan de Bont,Philip Seymour Hoffman,Alan Ruck,Jami Gertz,92000000.0,149688385,6.3,1
381,The Fast and the Furious ,Rob Cohen,Paul Walker,Vin Diesel,Jordana Brewster,38000000.0,106512310,6.7,1
382,Cast Away ,Robert Zemeckis,Tom Hanks,Paul Sanchez,Nick Searcy,90000000.0,143630478,7.7,1
383,Happy Feet ,George Miller,Robin Williams,Hugh Jackman,Elizabeth Daily,100000000.0,97992827,6.5,1
384,The Bourne Supremacy ,Paul Greengrass,Matt Damon,Joan Allen,Oksana Akinshina,75000000.0,101049130,7.8,1
385,Air Force One ,Wolfgang Petersen,Harrison Ford,Gary Oldman,Dean Stockwell,85000000.0,87620724,6.4,1
386,Ocean's Eleven ,Steven Soderbergh,Brad Pitt,Bernie Mac,Elliott Gould,85000000.0,98405771,7.8,1
387,The Three Musketeers ,Paul W.S. Anderson,Milla Jovovich,Logan Lerman,Orlando Bloom,75000000.0,-54684676,5.8,0
388,Hotel Transylvania ,Genndy Tartakovsky,Steve Buscemi,Adam Sandler,Jon Lovitz,85000000.0,63313048,7.1,1
389,Enchanted ,Kevin Lima,Jeff Bennett,Teala Dunn,Fred Tatasciore,85000000.0,42706877,7.1,1
390,Safe House ,Daniel Espinosa,Denzel Washington,Ryan Reynolds,Sam Shepard,85000000.0,41149655,6.8,1
391,102 Dalmatians ,Kevin Lima,Ioan Gruffudd,Eric Idle,Jim Carter,85000000.0,-18058441,4.8,0
392,Tower Heist ,Brett Ratner,Matthew Broderick,Gabourey Sidibe,Judd Hirsch,75000000.0,3009155,6.2,1
393,The Holiday ,Nancy Meyers,Kate Winslet,Rufus Sewell,Sarah Parish,85000000.0,-21775151,6.9,0
394,Enemy of the State ,Tony Scott,Will Smith,Jake Busey,Lisa Bonet,90000000.0,21544445,7.3,1
395,It's Complicated ,Nancy Meyers,Meryl Streep,Hunter Parrish,Zoe Kazan,85000000.0,27703470,6.6,1
396,Ocean's Thirteen ,Steven Soderbergh,Al Pacino,Matt Damon,Brad Pitt,85000000.0,32144465,6.9,1
397,Open Season ,Roger Allers,Jon Favreau,Debra Messing,Jane Krakowski,85000000.0,-696442,6.2,0
398,Divergent ,Neil Burger,Kate Winslet,Theo James,Mekhi Phifer,85000000.0,65832203,6.7,1
399,Enemy at the Gates ,Jean-Jacques Annaud,Bob Hoskins,Gabriel Thomson,Clemens Schick,68000000.0,-16603219,7.6,0
400,The Rundown ,Peter Berg,Dwayne Johnson,Rosario Dawson,Ewen Bremner,85000000.0,-37407175,6.7,0
401,Last Action Hero ,John McTiernan,F. Murray Abraham,Tom Noonan,Joan Plowright,70000000.0,-19983606,6.2,0
402,Memoirs of a Geisha ,Rob Marshall,Li Gong,Mako,Karl Yune,85000000.0,-27989147,7.3,0
403,The Fast and the Furious: Tokyo Drift ,Justin Lin,Amber Stevens West,Zachery Ty Bryan,Nikki Griffin,85000000.0,-22505025,6.0,0
404,Arthur Christmas ,Sarah Smith,Jim Broadbent,Imelda Staunton,Michael Palin,100000000.0,-53559509,7.1,0
405,Meet Joe Black ,Martin Brest,Anthony Hopkins,Brad Pitt,Jake Weber,90000000.0,-45393665,7.1,0
406,Collateral Damage ,Andrew Davis,Raymond Cruz,Rick Worthy,Jsu Garcia,85000000.0,-44951668,5.5,0
407,Mirror Mirror ,Tarsem Singh,Julia Roberts,Nathan Lane,Danny Woodburn,85000000.0,-20066330,5.6,0
408,Scott Pilgrim vs. the World ,Edgar Wright,Anna Kendrick,Kieran Culkin,Ellen Wong,60000000.0,-28505730,7.5,0
409,The Core ,Jon Amiel,Glenn Morshower,Tchéky Karyo,Rekha Sharma,60000000.0,-28888740,5.4,0
410,Nutty Professor II: The Klumps ,Peter Segal,Larry Miller,Janet Jackson,Chris Elliott,65000000.0,58307945,4.3,1
411,Scooby-Doo ,Raja Gosnell,Sarah Michelle Gellar,Linda Cardellini,Miguel A. Núñez Jr.,84000000.0,69288182,4.9,1
412,Dredd ,Pete Travis,Wood Harris,Jason Cope,Rakie Ayola,35000000.0,-21598317,7.1,0
413,Click ,Frank Coraci,Adam Sandler,Cameron Monaghan,Julie Kavner,70000000.0,67340146,6.4,1
414,Cats & Dogs: The Revenge of Kitty Galore ,Brad Peyton,Jack McBrayer,Sean Hayes,Katt Williams,85000000.0,-41424284,4.3,0
415,Jumper ,Doug Liman,Kristen Stewart,Hayden Christensen,Tom Hulce,85000000.0,-4829854,6.1,0
416,Hellboy II: The Golden Army ,Guillermo del Toro,Seth MacFarlane,Iván Kamarás,Brian Steele,85000000.0,-9245330,7.0,0
417,Zodiac ,David Fincher,Robert Downey Jr.,Jake Gyllenhaal,Anthony Edwards,65000000.0,-31951647,7.7,0
